384,U.S.A.  District of Columbia  Washington DC,8;
385,U.S.A.  Florida  Jacksonville,8;
386,U.S.A.  Florida  Miami,8;
387,U.S.A.  Florida  Orlando,8;
388,U.S.A.  Florida  Tampa,8;
389,U.S.A.  Florida  St. Petersburg,8;
390,U.S.A.  Georgia  Atlanta,8;
391,U.S.A.  Georgia  Macon,8;
392,U.S.A.  Hawaii  Honolulu,8;
393,U.S.A.  Idaho  Boise,8;
394,U.S.A.  Illinois  Chicago,8;
395,U.S.A.  Illinois  Springfield,8;
396,U.S.A.  Indiana  Indianapolis,8;
397,U.S.A.  Indiana  Evansville,8;
398,U.S.A.  Indiana  Gary,8;
399,U.S.A.  Indiana  South Bend,8;
400,U.S.A.  Iowa  Des Moines,8;
401,U.S.A.  Iowa  Cedar Rapids,8;
402,U.S.A.  Kansas  Topeka,8;
403,U.S.A.  Kentucky  Louisville,8;
404,U.S.A.  Louisiana  New Orleans,8;
405,U.S.A.  Louisiana  Baton Rouge,8;
406,U.S.A.  Maine  Portland,8;
407,U.S.A.  Maine  Augusta,8;
408,U.S.A.  Mariana Islands  Guam,8;
409,U.S.A.  Maryland  Baltimore,8;
410,U.S.A.  Massachusetts  Boston,8;
411,U.S.A.  Michigan  Detroit,8;
412,U.S.A.  Michigan  Flint,8;
413,U.S.A.  Michigan  Grand Rapids,8;
414,U.S.A.  Michigan  Lansing,8;
415,U.S.A.  Minnesota  St. Paul,8;
416,U.S.A.  Minnesota  Minneapolis,8;
417,U.S.A.  Mississippi  Jackson,8;
418,U.S.A.  Missouri  Kansas City,8;
419,U.S.A.  Missouri  St. Louis,8;
420,U.S.A.  Missouri  Springfield,8;
421,U.S.A.  Missouri  Jefferson City,8;
422,U.S.A.  Montana  Billings,8;
423,U.S.A.  Montana  Helena,8;
424,U.S.A.  Nebraska  Lincoln,8;
425,U.S.A.  Nevada  Las Vegas,8;
426,U.S.A.  Nevada  Carson City,8;
427,U.S.A.  New Hampshire  Concord,8;
428,U.S.A.  New Jersey  Trenton,8;
429,U.S.A.  New Mexico  Albuquerque,8;
430,U.S.A.  New Mexico  Santa Fe,8;
431,U.S.A.  New York  New York,8;
432,U.S.A.  New York  Albany,8;
433,U.S.A.  New York  Buffalo,8;
434,U.S.A.  New York  Rochester,8;
435,U.S.A.  North Carolina  Charlotte,8;
436,U.S.A.  North Carolina  Raleigh,8;
437,U.S.A.  North Dakota  Bismarck,8;
438,U.S.A.  Northern Mariana Islands  Saipan,8;
439,U.S.A.  Ohio  Cincinnati,8;
440,U.S.A.  Ohio  Columbus,8;
441,U.S.A.  Ohio  Cleveland,8;
442,U.S.A.  Oklahoma  Oklahoma City,8;
443,U.S.A.  Oregon  Portland,8;
444,U.S.A.  Oregon  Salem,8;
445,U.S.A.  Pennsylvania  Philadelphia,8;
446,U.S.A.  Pennsylvania  Harrisburg,8;
447,U.S.A.  Pennsylvania  Pittsburgh,8;
448,U.S.A.  Pennsylvania  Erie,8;
449,U.S.A.  Rhode Island  Providence,8;
450,U.S.A.  South Carolina  Columbia,8;
451,U.S.A.  South Carolina  Charleston,8;
452,U.S.A.  South Dakota  Pierre,8;
453,U.S.A.  Tennessee  Nashville,8;
454,U.S.A.  Tennessee  Memphis,8;
455,U.S.A.  Tennessee  Chattanooga,8;
456,U.S.A.  Tennessee  Knoxville,8;
457,U.S.A.  Texas  Austin,8;
458,U.S.A.  Texas  San Antonio,8;
459,U.S.A.  Texas  Houston,8;
460,U.S.A.  Texas  Dallas,8;
461,U.S.A.  Texas  Fort Worth,8;
462,U.S.A.  Texas  El Paso,8;
463,U.S.A.  Utah  Salt Lake City,8;
464,U.S.A.  Vermont  Montpelier,8;
465,U.S.A.  Virgin Islands  Charlotte Amalie,8;
466,U.S.A.  Virginia  Richmond,8;
467,U.S.A.  Virginia  Norfolk,8;
468,U.S.A.  Virginia  Newport News,8;
469,U.S.A.  Virginia  Portsmouth,8;
470,U.S.A.  Washington  Olympia,8;
471,U.S.A.  Washington  Seattle,8;
472,U.S.A.  West Virginia  Charleston,8;
473,U.S.A.  Wisconsin  Madison,8;
474,U.S.A.  Wisconsin  Milwaukee,8;
475,U.S.A.  Wyoming  Cheyenne,8;
476,Mexico    Mexico City,8;
477,Mexico    Veracruz,8;
478,Mexico    Monterrey,8;
479,Mexico    Guadalajara,8;
480,Mexico    Merida,8;
481,Mexico    Chihuahua,8;
482,Mexico    Mexicali,8;
483,Mexico    Tijuana,8;
484,Guatemala    Guatemala,8;
485,Belize    Belmopan,8;
486,El Salvador    San Salvador,8;
487,Honduras    Tegucigalpa,8;
488,Nicaragua    Managua,8;
489,Costa Rica    San Jose,8;
490,Panama    Panama,8;
491,Bahamas    Nassau,8;
492,Cuba    Havana,8;
493,Jamaica    Kingston,8;
494,Haiti    Port-au-Prince,8;
495,Dominican Republic    Santo Domingo,8;
496,Puerto Rico    San Juan,8;
497,Saint Kitts and Nevis    Basseterre,8;
498,Antigua and Barbuda    Saint John's,8;
499,France  Guadeloupe  Basse-Terre,8;
500,Dominica    Roseau,8;
501,France  Martinique  Fort-de-France,8;
502,Netherlands  Netherlands Antilles  Willemstad,8;
503,Saint Lucia    Castries,8;
504,Barbados    Bridgetown,8;
505,Saint Vincent and Grenadines    Kingstown,8;
506,Grenada    Saint George's,8;
507,U.K.  Bermuda  Hamilton,8;
508,Trinidad and Tobago    Port of Spain,8;
509,Colombia    Bogota,8;
510,Colombia    Barranquilla,8;
511,Colombia    Cartagena,8;
512,Venezuela    Caracas,8;
513,Venezuela    Valencia,8;
514,Venezuela    Maracaibo,8;
515,Guyana    Georgetown,8;
516,Suriname    Paramaribo,8;
517,France  French Guiana  Cayenne,8;
518,Ecuador    Quito,8;
519,Ecuador    Guayaquil,8;
520,Peru    Lima,8;
521,Brazil  Distrito Federal  Brasilia,8;
522,Brazil  Rio de Janeiro  Rio de Janeiro,8;
523,Brazil  S?o Paulo  Sao Paulo,8;
524,Brazil  S?o Paulo  Santos,8;
525,Brazil  S?o Paulo  Campinas,8;
526,Brazil  Paran¨¢  Curitiba,8;
527,Brazil  Minas Gerais  Belo Horizonte,8;
528,Brazil  Goi¨¢s  Goiania,8;
529,Brazil  Bahia  Salvador,8;
530,Brazil  Pernambuco  Recife,8;
531,Brazil  Cear¨¢  Fortaleza,8;
532,Brazil  Para  Bel¨¦m,8;
533,Brazil  Amazonas  Manaus,8;
534,Brazil  Acre  Rio Branco,8;
535,Uruguay    Montevideo,8;
536,Bolivia    La Paz,8;
537,Bolivia    Santa Cruz,8;
538,Paraguay    Asuncion,8;
539,Chile    Santiago,8;
540,Chile    Easter Island,8;
541,Argentina    Buenos Aires,8;
542,Argentina  Buenos Aires  La Plata,8;
543,Argentina  Buenos Aires  Mar del Plata,8;
544,Argentina  Santa Fe  Rosario,8;
545,Brazil  Esp¨ªrito Santo  Vit¨®ria,8;
546,Brazil  Rio de Janeiro  Niter¨®i,8;
547,Brazil  Rio Grande do Sul  Porto Alegre,8;
548,Chile    Valpara¨ªso,8;
549,Argentina  C¨®rdoba  C¨®rdoba,8;
550,Argentina  Tucum¨¢n  Tucum¨¢n,8;
551,Kazakstan    Karaganda,8;
